0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
25,49,86,129,173,224,286,356,422,506,599,701,820,948,1074,1207,1384,1562,1758,1981,2263,2554,2866,3251,3680,4179,4747,5377,6058,6845,7664,8580,9625,10781,12096,13565,15228,17155,19311,21708,24324,27453,30725,34374,38543,43151,48263,53990,60637,67939,76102,85243,95664,107135,119972,134525,150621,168578,188381,210797,
54,55,86,98,131,137,191,262,290,410,546,703,817,1014,1226,1613,1880,2475,2923,3357,3893,4484,5181,5841,6698,7822,8852,10158,11513,13002,14776,16146,18105,20754,24324,26350,29433,31981,33940,36897,39509,45351,48426,50646,53739,57300,62658,68606,74401,80115,85973,92676,98522,104189,109740,115909,121301,126004,130716,135464,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,9,10,12,16,19,21,25,27,32,37,43,50,58,67,73,84,98,106,121,135,154,181,204,224,256,285,319,364,408,466,533,594,664,763,841,941,1043,1166,1297,1447,1625,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,167,285,441,649,903,1219,1580,2005,2512,3101,3796,4580,5470,6493,7651,8963,10438,12092,13950,16022,18387,21036,24032,27399,31221,35554,40417,45950,52169,59161,66951,75701,85504,96470,108745,122499,137953,155330,
