0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
22,50,82,133,184,239,302,385,463,560,675,798,926,1096,1294,1529,1750,2008,2366,2733,3172,3632,4199,4806,5496,6307,7174,8123,9187,10325,11558,12928,14318,15965,17681,19552,21619,23877,26354,29063,31983,35108,38645,42286,46381,50939,55754,60873,66557,72772,79495,87080,94980,103487,112999,123020,133938,145999,159199,173420,
54,55,86,98,131,137,191,262,290,410,546,703,817,1014,1226,1613,1880,2475,2923,3357,3893,4484,5181,5841,6698,7822,8852,10158,11513,13002,14776,16146,18105,20754,24324,26350,29433,31981,33940,36897,39509,45351,48426,50646,53739,57300,62658,68606,74401,80115,85973,92676,98522,104189,109740,115909,121301,126004,130716,135464,
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,7,10,10,13,18,21,25,26,38,45,51,62,64,68,77,92,108,120,143,158,182,212,233,269,301,347,385,425,487,542,597,666,738,835,926,1032,1127,1252,1370,1491,1654,1813,1988,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,158,283,440,650,916,1238,1618,2078,2615,3267,4022,4906,5940,7132,8543,10160,12017,14175,16658,19524,22827,26643,30995,35969,41680,48178,55556,63925,73326,83867,95635,108703,123177,139281,157075,176740,198445,222380,
